production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score
85000000.0,80831893.0,2003.0,2.35,104.0,16930.0,85000000.0,6.7
85000000.0,149717124.0,2011.0,1.85,97.0,2707.0,100000000.0,7.1
85000000.0,114979922.0,2010.0,1.85,82.0,3326.0,85000000.0,4.3
85000000.0,44650003.0,1998.0,1.85,178.0,23950.0,90000000.0,7.1
85000000.0,78353508.0,2002.0,1.85,108.0,1460.0,85000000.0,5.5
85000000.0,48056764.0,2010.0,1.85,112.0,12687.0,60000000.0,7.5
85000000.0,74132631.0,2003.0,2.35,135.0,1439.0,60000000.0,5.4
84000000.0,276294164.0,2002.0,1.85,86.0,6355.0,84000000.0,4.9
84000000.0,166307945.0,2000.0,1.85,109.0,2818.0,65000000.0,4.3
84000000.0,137162560.0,2013.0,2.35,116.0,25220.0,84000000.0,6.7
82500000.0,237685089.0,2006.0,1.85,107.0,12700.0,70000000.0,6.4
82500000.0,143985708.0,2006.0,1.85,97.0,23907.0,53296153.115867846,6.4
82500000.0,223636949.0,2008.0,2.35,88.0,21863.0,85000000.0,6.1
82500000.0,160388063.0,2008.0,1.85,120.0,3632.0,85000000.0,7.0
82000000.0,190320568.0,2005.0,2.35,113.0,13693.0,82000000.0,6.4
82000000.0,268268174.0,2010.0,2.35,113.0,46355.0,80000000.0,6.5
82000000.0,96024898.0,2000.0,2.35,123.0,5839.0,82000000.0,5.9
81000000.0,483473962.0,2003.0,1.85,101.0,21276.0,81000000.0,6.7
80000000.0,677923379.0,2012.0,2.35,142.0,49942.0,78000000.0,7.3
80000000.0,586464305.0,2011.0,2.35,102.0,16143.0,80000000.0,6.5
80000000.0,470909901.0,2015.0,1.85,89.0,26839.0,80000000.0,6.7
80000000.0,343397247.0,2006.0,1.85,83.0,22813.0,80000000.0,6.8
80000000.0,245800000.0,2002.0,1.66,85.0,3112.0,80000000.0,7.2
80000000.0,349464664.0,1998.0,2.35,120.0,22750.0,75000000.0,6.1
80000000.0,247023808.0,2013.0,1.85,101.0,39269.0,80000000.0,5.4
80000000.0,349088523.0,2011.0,1.85,87.0,4073.0,75000000.0,4.4
80000000.0,226739416.0,2008.0,1.85,110.0,44798.0,80000000.0,6.5
80000000.0,260700012.0,2005.0,1.85,91.0,1804.0,75000000.0,6.3
80000000.0,299461782.0,2010.0,2.35,138.0,29585.0,80000000.0,8.1
80000000.0,266685242.0,2003.0,1.85,128.0,22679.0,80000000.0,6.7
80000000.0,168311558.0,2008.0,1.85,88.0,9913.0,80000000.0,5.6
80000000.0,221468935.0,2008.0,2.35,99.0,12831.0,80000000.0,6.1
80000000.0,183354514.0,2002.0,2.35,117.0,16828.0,80000000.0,7.7
80000000.0,214974953.0,2011.0,1.85,117.0,16325.0,80000000.0,6.4
80000000.0,178066569.0,2008.0,2.35,118.0,5637.0,80000000.0,6.6
80000000.0,224117573.0,1997.0,2.35,123.0,15362.0,75000000.0,6.8
80000000.0,204774690.0,2010.0,1.85,80.0,4394.0,80000000.0,4.6
80000000.0,165173909.0,2003.0,2.35,154.0,61110.0,79000000.0,7.2
80000000.0,158750817.0,2010.0,2.35,118.0,44797.0,80000000.0,6.9
80000000.0,177993801.0,1997.0,1.85,90.0,50005.0,80000000.0,5.2
80000000.0,250200000.0,1996.0,1.77,88.0,15001.0,80000000.0,6.3
80000000.0,211755593.0,2014.0,2.35,134.0,20411.0,68000000.0,7.6
80000000.0,158926474.0,2006.0,1.85,93.0,1267.0,65000000.0,5.6
80000000.0,170805525.0,2011.0,2.35,102.0,5392.0,80000000.0,5.2
80000000.0,142783718.0,1997.0,2.35,135.0,8355.0,75000000.0,6.7
80000000.0,164800000.0,1998.0,2.35,98.0,12729.0,70000000.0,5.7
80000000.0,106515310.0,2002.0,2.35,83.0,14261.0,80000000.0,7.0
80000000.0,147080413.0,2001.0,2.35,99.0,25942.0,80000000.0,6.5
80000000.0,136047317.0,1998.0,2.35,130.0,12186.0,80000000.0,5.1
80000000.0,96148711.0,2004.0,1.85,129.0,20056.0,80000000.0,6.6
80000000.0,60507228.0,1999.0,1.78,74.0,814.0,80000000.0,7.3
80000000.0,98983590.0,2002.0,2.35,96.0,1919.0,80000000.0,5.9
80000000.0,71485043.0,1998.0,2.35,113.0,49631.0,85000000.0,7.0
80000000.0,50632037.0,1998.0,1.85,114.0,10731.0,90000000.0,5.6
80000000.0,141475336.0,2005.0,2.35,129.0,2864.0,75000000.0,5.9
80000000.0,58270391.0,2000.0,1.85,90.0,25190.0,80000000.0,5.3
80000000.0,105299638.0,2005.0,1.85,118.0,27114.0,88000000.0,5.9
80000000.0,101371017.0,1996.0,2.35,106.0,22590.0,70000000.0,6.3
80000000.0,130580730.0,2013.0,2.35,87.0,1971.0,80000000.0,5.2
80000000.0,66554547.0,2000.0,1.85,145.0,1825.0,80000000.0,7.3
80000000.0,158908290.0,1996.0,1.85,114.0,25126.0,80000000.0,5.8
80000000.0,131234406.0,2015.0,2.35,106.0,16922.0,90000000.0,6.0
80000000.0,108469033.0,2014.0,2.35,105.0,1099.0,80000000.0,5.6
80000000.0,54540662.0,2003.0,2.35,91.0,5593.0,80000000.0,5.7
80000000.0,53508858.0,2009.0,2.35,118.0,619.0,80000000.0,5.8
80000000.0,26703184.0,2003.0,2.35,116.0,43887.0,80000000.0,5.6
80000000.0,86787530.0,2009.0,2.35,104.0,152.0,40000000.0,7.8
80000000.0,69131860.0,1998.0,1.85,97.0,2521.0,80000000.0,5.8
80000000.0,20841123.0,1997.0,2.35,177.0,4346.0,80000000.0,6.0
80000000.0,33463969.0,2000.0,2.35,106.0,2.0,70000000.0,5.7
80000000.0,40147042.0,2007.0,1.85,99.0,2323.0,80000000.0,5.9
80000000.0,6300451.0,2005.0,2.35,102.0,1890.0,52000000.0,4.2
79000000.0,318146162.0,2012.0,1.85,94.0,27842.0,79000000.0,5.8
79000000.0,150519217.0,2011.0,1.85,91.0,27405.0,79000000.0,3.4
78000000.0,317668058.0,2001.0,1.85,135.0,2827.0,58000000.0,8.2
78000000.0,274392649.0,2013.0,2.35,95.0,848.0,78000000.0,6.5
78000000.0,206455420.0,2002.0,2.35,124.0,35867.0,78000000.0,7.2
78000000.0,107336658.0,2004.0,2.35,136.0,36925.0,100000000.0,6.7
78000000.0,179265204.0,2003.0,2.35,110.0,4714.0,78000000.0,5.8
78000000.0,43957541.0,2004.0,2.0,125.0,1970.0,50000000.0,5.1
77500000.0,90226482.0,2015.0,2.35,108.0,30230.0,81200000.0,7.8
76000000.0,974873764.0,2013.0,1.85,98.0,11905.0,76000000.0,7.5
76000000.0,35129610.0,2000.0,1.85,92.0,28050.0,76000000.0,4.1
75000000.0,514103326.0,2016.0,1.85,87.0,4782.0,75000000.0,6.8
75000000.0,817400878.0,1996.0,2.35,154.0,16785.0,75000000.0,6.9
75000000.0,618638999.0,1997.0,1.85,129.0,1635.0,73000000.0,6.5
75000000.0,556559566.0,2005.0,1.85,86.0,1777.0,75000000.0,6.9
75000000.0,272223430.0,2010.0,1.85,102.0,28497.0,80000000.0,6.0
75000000.0,371917043.0,2004.0,1.85,90.0,63165.0,75000000.0,6.0
75000000.0,296339717.0,2000.0,2.35,104.0,21397.0,75000000.0,7.4
75000000.0,342416460.0,2008.0,2.35,110.0,25763.0,75000000.0,6.7
75000000.0,196324496.0,2004.0,2.35,99.0,12952.0,75000000.0,6.8
75000000.0,202871849.0,2007.0,2.35,117.0,1673.0,75000000.0,6.7
75000000.0,351723989.0,2013.0,2.35,125.0,13312.0,75000000.0,7.3
75000000.0,155708695.0,2006.0,2.35,130.0,2856.0,70000000.0,6.5
75000000.0,97387965.0,1999.0,1.85,110.0,5320.0,75000000.0,4.1
75000000.0,211562435.0,2011.0,1.85,110.0,16691.0,75000000.0,6.1
75000000.0,218673959.0,2004.0,1.85,128.0,16199.0,60000000.0,7.3
75000000.0,141267370.0,2006.0,2.35,91.0,17299.0,75000000.0,6.6
75000000.0,118230763.0,2009.0,1.85,100.0,5174.0,35000000.0,5.4
75000000.0,213500000.0,2000.0,1.85,124.0,3424.0,75000000.0,5.9
75000000.0,119512771.0,2007.0,1.85,102.0,60646.0,75000000.0,7.1
75000000.0,94944017.0,2005.0,2.4,118.0,15889.0,53000000.0,5.7
75000000.0,131492772.0,2005.0,2.35,163.0,2529.0,70000000.0,7.6
75000000.0,95572749.0,2010.0,2.35,100.0,25206.0,75000000.0,5.4
75000000.0,105445109.0,2015.0,2.35,116.0,15735.0,75000000.0,7.3
75000000.0,85632458.0,2003.0,2.35,142.0,16580.0,70000000.0,6.6
75000000.0,72785169.0,2006.0,1.85,110.0,5609.0,70000000.0,5.6
75000000.0,54344321.0,2004.0,1.85,131.0,12522.0,80000000.0,6.5
75000000.0,71523271.0,2001.0,2.35,123.0,13934.0,80000000.0,6.6
75000000.0,39251128.0,1999.0,2.35,148.0,804.0,75000000.0,6.7
75000000.0,89758389.0,2011.0,2.35,128.0,7067.0,82000000.0,6.1
75000000.0,77636443.0,2005.0,2.35,113.0,103354.0,52000000.0,6.6
75000000.0,50409753.0,2003.0,2.35,116.0,14028.0,75000000.0,5.3
75000000.0,36751979.0,2000.0,2.35,94.0,15857.0,75000000.0,6.6
75000000.0,34009180.0,2004.0,2.35,113.0,4397.0,45000000.0,6.1
75000000.0,14623082.0,1998.0,2.35,99.0,2542.0,75000000.0,6.0
75000000.0,5409517.0,2001.0,1.85,93.0,5580.0,75000000.0,4.7
74000000.0,1163624481.0,2015.0,1.85,91.0,13616.0,74000000.0,6.4
74000000.0,311594032.0,2015.0,1.85,92.0,5217.0,74000000.0,6.0
73243106.0,248099143.0,2000.0,2.35,106.0,33645.0,75000000.0,7.2
73000000.0,162870525.0,2006.0,2.35,122.0,12410.0,73000000.0,6.6
73000000.0,346634366.0,2016.0,1.85,97.0,24350.0,73000000.0,6.3
73000000.0,103891409.0,1998.0,2.35,98.0,15269.0,69000000.0,5.9
73000000.0,50168294.0,1998.0,2.35,134.0,1044.0,75000000.0,6.0
72500000.0,527071022.0,2007.0,2.35,87.0,3086.0,75000000.0,7.4
72500000.0,109362966.0,2008.0,2.35,112.0,13827.0,70000000.0,5.6
72500000.0,71880305.0,2009.0,1.85,153.0,11852.0,75000000.0,6.4
72500000.0,86509602.0,2007.0,2.35,110.0,5187.0,70000000.0,7.1
72000000.0,96947540.0,2005.0,2.35,125.0,15850.0,70000000.0,7.1
72000000.0,54616869.0,2001.0,2.35,116.0,14780.0,72000000.0,4.5
72000000.0,37306334.0,2001.0,1.85,152.0,4310.0,72000000.0,6.9
72000000.0,62176754.0,2004.0,2.35,109.0,55.0,59660000.0,7.1
71682975.0,257641634.0,2004.0,1.85,108.0,7273.0,60000000.0,6.5
70702619.0,408265690.0,2002.0,1.85,106.0,1675.0,72000000.0,6.7
70000000.0,937008132.0,2004.0,1.85,93.0,1148.0,150000000.0,7.2
70000000.0,443483213.0,2009.0,1.85,88.0,5227.0,75000000.0,4.5
70000000.0,310138178.0,1999.0,2.35,116.0,12790.0,70000000.0,5.5
70000000.0,267200000.0,2002.0,2.35,132.0,14790.0,70000000.0,5.8
70000000.0,308700000.0,1996.0,1.85,139.0,3667.0,80000000.0,6.6
70000000.0,207154748.0,2003.0,2.35,117.0,14486.0,80000000.0,6.0
70000000.0,202726605.0,2001.0,1.85,141.0,11458.0,68000000.0,6.9
70000000.0,150562164.0,2013.0,2.35,119.0,31782.0,70000000.0,6.5
70000000.0,213463976.0,2011.0,2.35,116.0,4001.0,70000000.0,5.8
70000000.0,172543519.0,2004.0,2.35,109.0,3222.0,60000000.0,5.6
70000000.0,156815529.0,2011.0,2.35,146.0,46726.0,66000000.0,7.2
70000000.0,114658262.0,2002.0,2.35,124.0,6181.0,75000000.0,7.1
70000000.0,158702748.0,2014.0,2.35,118.0,27674.0,70000000.0,6.1
70000000.0,117800000.0,1998.0,2.35,103.0,6207.0,58000000.0,6.4
70000000.0,123954323.0,2003.0,1.37,125.0,16138.0,70000000.0,8.0
70000000.0,160379930.0,2012.0,2.35,88.0,5861.0,70000000.0,6.4
70000000.0,216821942.0,2014.0,2.35,92.0,5178.0,70000000.0,6.3
70000000.0,137431619.0,2010.0,2.35,136.0,1579.0,70000000.0,6.3
70000000.0,70546865.0,2011.0,2.35,111.0,18510.0,70000000.0,5.3
70000000.0,116625798.0,1998.0,2.35,116.0,32563.0,70000000.0,6.3
70000000.0,137022245.0,2007.0,2.35,127.0,16034.0,70000000.0,7.7
70000000.0,61031932.0,2012.0,2.35,136.0,712.0,75000000.0,5.9
70000000.0,131445884.0,1997.0,2.35,136.0,12226.0,70000000.0,7.0
70000000.0,49730854.0,2004.0,1.85,106.0,12871.0,70000000.0,6.1
70000000.0,69157016.0,2002.0,2.35,116.0,12993.0,70000000.0,5.6
70000000.0,54612337.0,2005.0,2.35,113.0,13517.0,60000000.0,5.2
70000000.0,48197252.0,2016.0,2.35,117.0,3524.0,53296153.115867846,6.8
70000000.0,103735965.0,2013.0,2.35,115.0,15708.0,50000000.0,6.7
70000000.0,65409046.0,2011.0,2.35,116.0,49608.0,35000000.0,6.5
70000000.0,19870567.0,1998.0,2.35,97.0,13628.0,70000000.0,5.8
70000000.0,33076815.0,2002.0,2.35,125.0,15916.0,60000000.0,6.3
70000000.0,25852508.0,2002.0,2.35,98.0,2763.0,70000000.0,3.0
70000000.0,61402445.0,2014.0,2.35,99.0,1520.0,70000000.0,4.2
70000000.0,14294842.0,2002.0,2.35,91.0,1846.0,70000000.0,3.6
70000000.0,13596911.0,2001.0,2.35,95.0,3734.0,70000000.0,6.2
70000000.0,20107933.0,2013.0,2.157505658669081,88.0,6946.0,70000000.0,5.6
70000000.0,19535476.0,2015.0,2.35,133.0,28129.0,70000000.0,5.4
69000000.0,543495033.0,2010.0,1.85,87.0,11608.0,69000000.0,7.7
69000000.0,86796502.0,2010.0,1.85,114.0,10419.0,53296153.115867846,5.9
68000000.0,706102828.0,2010.0,2.35,124.0,52547.0,68000000.0,4.9
68000000.0,193500000.0,2002.0,2.35,124.0,12556.0,68000000.0,6.4
68000000.0,216500183.0,2015.0,2.35,125.0,30010.0,68000000.0,6.4
68000000.0,87173475.0,2011.0,2.35,111.0,3393.0,36000000.0,5.9
68000000.0,75685268.0,2003.0,2.35,136.0,12194.0,68000000.0,5.5
68000000.0,33462011.0,1999.0,1.85,121.0,3986.0,65000000.0,6.0
68000000.0,60265197.0,1999.0,2.35,157.0,18216.0,68000000.0,7.9
67500000.0,118556530.0,2008.0,2.35,128.0,29824.0,70000000.0,7.1
67500000.0,137489730.0,2012.0,2.35,105.0,8281.0,69000000.0,5.9
67000000.0,25357771.0,2007.0,2.35,102.0,14625.0,35000000.0,5.4
66000000.0,211700000.0,1999.0,2.35,113.0,1302.0,66000000.0,6.2
66000000.0,194169619.0,2014.0,2.35,132.0,7081.0,66000000.0,6.5
65000000.0,485035085.0,1998.0,1.85,169.0,44998.0,70000000.0,8.6
65000000.0,374105123.0,2000.0,1.37,127.0,5838.0,70000000.0,6.4
65000000.0,273346281.0,2012.0,2.35,150.0,25517.0,65000000.0,7.4
65000000.0,386116343.0,2002.0,1.85,103.0,5437.0,59000000.0,7.6
65000000.0,463517383.0,1999.0,2.35,136.0,18563.0,63000000.0,8.7
65000000.0,172825854.0,2002.0,1.85,104.0,5265.0,60000000.0,5.5
65000000.0,250800000.0,1998.0,1.85,119.0,17768.0,65000000.0,6.5
65000000.0,163442936.0,2014.0,2.35,137.0,2938.0,65000000.0,7.2
65000000.0,163442936.0,2014.0,2.35,137.0,2938.0,65000000.0,7.2
65000000.0,211739043.0,2010.0,2.35,95.0,23018.0,65000000.0,6.6
65000000.0,128468793.0,2008.0,2.35,106.0,11264.0,65000000.0,6.9
65000000.0,233700000.0,1998.0,2.35,136.0,12396.0,65000000.0,6.7
65000000.0,128874043.0,2000.0,2.35,130.0,17771.0,65000000.0,6.4
65000000.0,139840525.0,2014.0,2.39,118.0,4796.0,65000000.0,5.2
65000000.0,69688384.0,2000.0,1.85,104.0,16452.0,60000000.0,6.1
65000000.0,141205169.0,2003.0,1.85,117.0,12850.0,65000000.0,6.4
65000000.0,180148897.0,2012.0,2.35,99.0,1375.0,65000000.0,6.4
65000000.0,104267443.0,1999.0,1.66,159.0,11424.0,65000000.0,7.3
65000000.0,156974557.0,2012.0,2.35,103.0,29808.0,65000000.0,6.3
65000000.0,154362963.0,2015.0,1.85,105.0,11943.0,50100000.0,6.6
65000000.0,132397389.0,2004.0,2.35,122.0,19764.0,65000000.0,5.9
65000000.0,221662676.0,2015.0,2.35,121.0,2131.0,55000000.0,7.1
65000000.0,238940997.0,2012.0,2.35,96.0,17913.0,65000000.0,5.4
65000000.0,39017984.0,1998.0,2.35,143.0,1409.0,65000000.0,6.7
65000000.0,100853753.0,1999.0,2.35,151.0,13209.0,63000000.0,8.8
65000000.0,72516819.0,2008.0,2.35,111.0,28643.0,45000000.0,6.4
65000000.0,33447612.0,1996.0,2.35,121.0,1531.0,65000000.0,6.7
65000000.0,62761005.0,2000.0,2.35,135.0,1013.0,65000000.0,6.2
65000000.0,56409722.0,2005.0,2.35,100.0,7048.0,43000000.0,4.8
65000000.0,41636243.0,2009.0,2.35,94.0,23365.0,65000000.0,6.3
65000000.0,39499349.0,2014.0,1.85,102.0,49433.0,65000000.0,6.5
65000000.0,10014234.0,2000.0,1.85,105.0,3580.0,65000000.0,5.0
65000000.0,26670920.0,2005.0,2.35,130.0,450.0,50000000.0,6.9
64000000.0,101636047.0,2006.0,1.85,98.0,6334.0,64000000.0,4.3
64000000.0,63200000.0,1999.0,1.85,133.0,16710.0,64000000.0,5.1
63700000.0,133603463.0,2006.0,2.35,147.0,253.0,50000000.0,7.5
63000000.0,292738626.0,2002.0,2.35,94.0,2725.0,63000000.0,6.2
63000000.0,188657593.0,2011.0,1.85,95.0,2558.0,63000000.0,5.5
62000000.0,127630030.0,2000.0,2.35,116.0,14931.0,62000000.0,6.6
62000000.0,40123346.0,2008.0,2.35,87.0,6658.0,62000000.0,3.8
62000000.0,18708848.0,2001.0,2.35,125.0,14536.0,42000000.0,5.9
61000000.0,368567189.0,2014.0,2.35,149.0,4348.0,61000000.0,8.1
61000000.0,145594548.0,2007.0,1.85,93.0,13232.0,61000000.0,6.3
61000000.0,310697192.0,2015.0,2.35,132.0,2517.0,61000000.0,6.4
61000000.0,132493015.0,2013.0,2.35,109.0,20148.0,61000000.0,6.7
60000000.0,516567575.0,2004.0,1.85,106.0,24938.0,80000000.0,6.3
60000000.0,457729388.0,2014.0,2.35,100.0,22128.0,60000000.0,7.8
60000000.0,253555383.0,2007.0,2.35,100.0,1412.0,53296153.115867846,5.9
60000000.0,247812011.0,2008.0,2.35,115.0,4811.0,60000000.0,7.1
60000000.0,290701374.0,1999.0,1.85,189.0,17716.0,60000000.0,8.5
60000000.0,310043823.0,2005.0,1.85,81.0,2252.0,150000000.0,5.8
60000000.0,264118201.0,1998.0,1.85,103.0,3698.0,60000000.0,8.1
60000000.0,214357371.0,2002.0,2.35,119.0,13249.0,60000000.0,7.9
60000000.0,172450423.0,2009.0,1.85,113.0,8172.0,60000000.0,5.5
60000000.0,176262839.0,2003.0,2.35,111.0,35084.0,60000000.0,7.0
60000000.0,164285587.0,2003.0,1.85,92.0,4050.0,60000000.0,5.5
60000000.0,149705852.0,1999.0,2.35,116.0,2321.0,95000000.0,6.3
60000000.0,218613188.0,1998.0,1.85,99.0,1195.0,70000000.0,7.0
60000000.0,217670152.0,2004.0,2.35,120.0,13581.0,65000000.0,7.6
60000000.0,200700000.0,2001.0,1.85,87.0,4171.0,60000000.0,5.2
60000000.0,199043309.0,2002.0,1.85,101.0,2636.0,60000000.0,6.1
60000000.0,152457863.0,1998.0,1.85,83.0,25788.0,105000000.0,6.6
60000000.0,165890634.0,2002.0,2.35,100.0,14611.0,60000000.0,5.5
60000000.0,170200225.0,2004.0,2.35,101.0,3943.0,60000000.0,6.1
60000000.0,135015330.0,2005.0,2.35,94.0,20348.0,60000000.0,5.4
60000000.0,206598789.0,2010.0,1.85,140.0,20440.0,60000000.0,5.7
60000000.0,130968579.0,2004.0,2.35,146.0,20454.0,70000000.0,7.7
60000000.0,100230832.0,1999.0,2.35,156.0,20761.0,55000000.0,6.8
60000000.0,186883563.0,1998.0,1.85,170.0,20683.0,60000000.0,6.5
60000000.0,126037057.0,2009.0,1.85,100.0,647.0,60000000.0,7.7
60000000.0,102332848.0,2004.0,1.85,115.0,4496.0,55000000.0,6.5
60000000.0,165048228.0,1999.0,2.35,105.0,3697.0,60000000.0,5.8
60000000.0,90723216.0,2003.0,2.35,89.0,1233.0,60000000.0,4.4
60000000.0,162778384.0,2008.0,1.85,91.0,13654.0,48000000.0,5.0
60000000.0,193857962.0,2016.0,2.35,99.0,20276.0,60000000.0,5.9
60000000.0,87123569.0,2006.0,2.35,98.0,24664.0,50000000.0,4.4
60000000.0,129832389.0,1996.0,1.85,94.0,4530.0,60000000.0,5.4
60000000.0,56709981.0,1998.0,2.35,115.0,4713.0,60000000.0,6.5
60000000.0,100751232.0,2015.0,1.85,124.0,75793.0,60000000.0,6.6
60000000.0,159356941.0,1997.0,2.35,124.0,38227.0,60000000.0,6.3
60000000.0,98819789.0,2003.0,2.35,119.0,3637.0,60000000.0,6.3
60000000.0,90482317.0,2008.0,2.35,93.0,13403.0,60000000.0,6.1
60000000.0,104429625.0,2002.0,1.85,98.0,2018.0,60000000.0,5.3
60000000.0,131377412.0,2014.0,2.35,105.0,1411.0,60000000.0,6.2
60000000.0,101382396.0,2005.0,2.35,115.0,4305.0,45000000.0,5.0
60000000.0,160700000.0,1997.0,2.35,116.0,3090.0,75000000.0,6.3
60000000.0,95538560.0,2007.0,2.35,124.0,1640.0,61000000.0,7.2
60000000.0,68336997.0,1998.0,2.35,104.0,4294.0,48000000.0,6.1
60000000.0,104100903.0,2013.0,2.35,113.0,34738.0,60000000.0,6.7
60000000.0,57604723.0,2009.0,1.85,100.0,12258.0,60000000.0,4.9
60000000.0,82812456.0,2010.0,2.35,117.0,7053.0,80000000.0,6.6
60000000.0,67312826.0,2002.0,2.35,116.0,31224.0,60000000.0,6.4
60000000.0,82150183.0,2002.0,2.35,101.0,53024.0,60000000.0,6.2
60000000.0,108996113.0,2009.0,2.35,91.0,22668.0,70000000.0,6.1
60000000.0,81079566.0,2009.0,2.35,125.0,10623.0,60000000.0,6.2
60000000.0,78481410.0,2008.0,2.35,101.0,38809.0,60000000.0,6.0
60000000.0,124514011.0,2009.0,2.35,134.0,24458.0,60000000.0,7.4
60000000.0,88832210.0,2009.0,2.35,127.0,19776.0,53296153.115867846,7.1
60000000.0,36850101.0,1999.0,1.85,94.0,2151.0,65000000.0,4.9
60000000.0,78080697.0,2006.0,2.35,107.0,1352.0,60000000.0,6.1
60000000.0,47818913.0,2012.0,2.35,111.0,17871.0,53296153.115867846,6.8
60000000.0,121327628.0,2003.0,1.85,100.0,1395.0,60000000.0,6.3
60000000.0,33956608.0,1997.0,2.35,110.0,1976.0,40000000.0,5.7
60000000.0,32983332.0,1998.0,2.35,111.0,16536.0,60000000.0,6.1
60000000.0,32983332.0,1998.0,2.35,111.0,16537.0,60000000.0,6.1
60000000.0,47371191.0,2000.0,1.85,152.0,36897.0,60000000.0,7.9
60000000.0,54994757.0,2002.0,1.85,96.0,22889.0,60000000.0,5.9
60000000.0,38389024.0,2009.0,2.35,117.0,23745.0,60000000.0,6.7
60000000.0,75965567.0,2013.0,2.35,130.0,10247.0,60000000.0,6.0
60000000.0,39235486.0,2000.0,1.85,126.0,34774.0,60000000.0,6.7
60000000.0,30063805.0,2002.0,2.35,104.0,2109.0,60000000.0,6.1
60000000.0,84154026.0,2011.0,2.35,87.0,1417.0,60000000.0,5.7
60000000.0,71073932.0,2005.0,2.35,101.0,993.0,87000000.0,4.3
60000000.0,26673242.0,1997.0,2.35,130.0,2525.0,60000000.0,6.7
60000000.0,80767884.0,2003.0,1.66,85.0,11301.0,60000000.0,6.7
60000000.0,49473093.0,2005.0,2.35,103.0,1467.0,30000000.0,5.6
60000000.0,49238525.0,2006.0,2.35,121.0,22833.0,50000000.0,5.6
60000000.0,35319689.0,1999.0,1.85,122.0,15275.0,55000000.0,6.1
60000000.0,39006188.0,2008.0,2.35,103.0,20881.0,60000000.0,4.8
60000000.0,20541668.0,2001.0,2.35,131.0,3012.0,60000000.0,6.9
60000000.0,66655938.0,2008.0,2.35,106.0,5329.0,60000000.0,6.1
60000000.0,14218868.0,2000.0,2.35,91.0,1262.0,65000000.0,4.8
60000000.0,14816379.0,2006.0,2.35,140.0,12634.0,60000000.0,6.6
60000000.0,22468620.0,2014.0,2.35,118.0,22447.0,60000000.0,6.2
60000000.0,12069719.0,1998.0,2.35,114.0,2367.0,60000000.0,4.9
60000000.0,50648806.0,2008.0,1.85,90.0,1865.0,60000000.0,4.9
60000000.0,10597070.0,2005.0,2.35,132.0,12133.0,80000000.0,6.7
60000000.0,30396134.0,2015.0,2.35,107.0,42683.0,60000000.0,5.5
60000000.0,13075656.0,2007.0,2.35,156.0,26564.0,60000000.0,3.8
60000000.0,11427090.0,2003.0,2.35,127.0,12947.0,35000000.0,6.5
58000000.0,783770709.0,2016.0,2.35,108.0,18239.0,58000000.0,8.1
58000000.0,547326372.0,2014.0,2.35,133.0,16277.0,58800000.0,7.3
58000000.0,158162788.0,2015.0,2.35,103.0,5497.0,58000000.0,6.4
58000000.0,158162788.0,2015.0,2.35,103.0,5497.0,58000000.0,6.4
58000000.0,50365498.0,2012.0,2.35,125.0,4416.0,58000000.0,5.9
58000000.0,100687083.0,2005.0,1.85,95.0,2876.0,58000000.0,6.7
58000000.0,93672764.0,2013.0,2.35,125.0,5081.0,58000000.0,6.3
58000000.0,59431365.0,2000.0,1.85,90.0,6299.0,60000000.0,3.6
58000000.0,41348628.0,2008.0,1.85,114.0,589.0,58000000.0,6.0
58000000.0,80480566.0,2009.0,2.35,103.0,3150.0,58000000.0,4.7
57500000.0,295874190.0,2010.0,2.35,97.0,16098.0,60000000.0,5.9
57500000.0,58085235.0,2012.0,2.35,116.0,16484.0,70000000.0,5.6
57000000.0,153007424.0,1997.0,2.35,136.0,45271.0,57000000.0,7.5
57000000.0,149217355.0,2011.0,2.35,96.0,16121.0,57000000.0,4.3
57000000.0,38329114.0,2004.0,2.35,97.0,9814.0,58000000.0,6.3
57000000.0,62097495.0,2001.0,2.35,131.0,23325.0,57000000.0,5.9
56000000.0,198006880.0,2005.0,2.35,95.0,16884.0,56000000.0,5.5
55000000.0,362605033.0,2007.0,1.85,92.0,2847.0,60000000.0,5.2
55000000.0,366784257.0,2005.0,2.35,118.0,13426.0,70000000.0,6.6
55000000.0,307325633.0,2006.0,2.35,117.0,11036.0,55000000.0,8.0
55000000.0,273814019.0,1996.0,1.85,95.0,3155.0,54000000.0,5.6
55000000.0,220648184.0,2013.0,2.35,134.0,16281.0,55000000.0,7.9
55000000.0,174463257.0,1997.0,1.85,92.0,4518.0,55000000.0,5.4
55000000.0,126425115.0,2003.0,2.35,74.0,5713.0,55000000.0,6.3
55000000.0,192165283.0,2014.0,2.35,132.0,37605.0,55000000.0,7.2
55000000.0,152269033.0,2010.0,2.35,101.0,39822.0,55000000.0,6.3
55000000.0,163838217.0,2002.0,2.35,105.0,7184.0,55000000.0,5.1
55000000.0,214392904.0,2005.0,2.35,98.0,2287.0,55000000.0,6.2
55000000.0,198750909.0,1998.0,2.35,114.0,13905.0,55000000.0,6.7
55000000.0,259541430.0,2014.0,2.35,95.0,3697.0,55000000.0,7.2
55000000.0,176469428.0,2003.0,2.35,111.0,3983.0,30000000.0,8.1
55000000.0,189624452.0,2011.0,1.85,94.0,2820.0,55000000.0,6.0
